token_id,extracted_attributes
7131,"{""Fur"": ""Green"", ""Clothes"": ""Lab Coat"", ""Mouth"": ""Scream"", ""Eyes"": ""Regular""}"
8762,"{""Fur"": ""Grey"", ""Clothes"": ""Fusion Gi"", ""Mouth"": ""Ooh"", ""Eyes"": ""Sad"", ""Head"": ""Winter Hat""}"
2797,"{""Fur"": ""Black"", ""Clothes"": ""White Tee"", ""Mouth"": ""Cigar"", ""Eyes"": ""Angry Scar"", ""Head Accessory"": ""Broken Glasses"", ""Head"": ""Beanie""}"
686,"{""Fur"": ""Brown"", ""Clothes"": ""Tracksuit"", ""Mouth"": ""Scream"", ""Eyes"": ""Regular"", ""Head"": ""Winter Hat""}"
906,"{""Fur"": ""White Noise"", ""Clothes"": ""Dego Tee Blooded"", ""Mouth"": ""Ooh"", ""Eyes"": ""Wide"", ""Head Accessory"": ""Gem Earring"", ""Head"": ""RKL Cap Forward""}"
4266,"{""Fur"": ""Grey"", ""Mouth"": ""Saber Toothed"", ""Eyes"": ""Closed"", ""Head Accessory"": ""Blue Shades"", ""Head"": ""Green Beret""}"
8911,"{""Fur"": ""Sky Blue"", ""Clothes"": ""Hawaii Shirt"", ""Mouth"": ""Regular"", ""Eyes"": ""Wide"", ""Head Accessory"": ""Monocle"", ""Head"": ""King Band""}"
1740,"{""Fur"": ""Black"", ""Mouth"": ""Shows Teeth"", ""Eyes"": ""Wide""}"
9486,"{""Fur"": ""Pink"", ""Clothes"": ""Biker Jacket"", ""Mouth"": ""Regular"", ""Eyes"": ""Wide"", ""Head Accessory"": ""Exotic Earring"", ""Head"": ""Ski Glasses""}"
9197,"{""Fur"": ""Brown"", ""Clothes"": ""Hawaii Shirt"", ""Mouth"": ""Ooh"", ""Eyes"": ""Regular""}"
4229,"{""Fur"": ""Pink"", ""Clothes"": ""Fusion Gi"", ""Mouth"": ""Ooh"", ""Eyes"": ""Regular"", ""Head Accessory"": ""3D Glasses""}"
7955,"{""Fur"": ""Hyper Cat"", ""Eyes"": ""Red Glow"", ""Mouth"": ""Scream"", ""Head"": ""Crown""}"
2017,"{""Fur"": ""Pink"", ""Clothes"": ""White Tee"", ""Mouth"": ""Gold Saber Toothed"", ""Eyes"": ""Closed Scar"", ""Head Accessory"": ""Blue Shades"", ""Head"": ""King Band""}"
1671,"{""Fur"": ""Brown"", ""Clothes"": ""Green Kimono"", ""Mouth"": ""Scream"", ""Eyes"": ""Angry Wink"", ""Head"": ""Horse Jockey Hat""}"
5434,"{""Fur"": ""Grey"", ""Clothes"": ""Trippy Tee"", ""Mouth"": ""Drool"", ""Eyes"": ""Angry Wink"", ""Head"": ""Ski Glasses""}"
2605,"{""Fur"": ""Brown"", ""Clothes"": ""Lab Coat"", ""Mouth"": ""Drool"", ""Eyes"": ""Sad"", ""Head"": ""Green Beret""}"
6721,"{""Fur"": ""Black"", ""Clothes"": ""Hawaii Shirt"", ""Mouth"": ""Regular"", ""Eyes"": ""Closed""}"
9079,"{""Fur"": ""Pink"", ""Clothes"": ""White Tee"", ""Mouth"": ""Scream"", ""Eyes"": ""Wide"", ""Head"": ""Bowler""}"
8585,"{""Fur"": ""White Noise"", ""Clothes"": ""Shirt And Tie"", ""Mouth"": ""Gold Saber Toothed"", ""Eyes"": ""Wide Scar""}"
5280,"{""Fur"": ""Brown"", ""Mouth"": ""Gold Scream"", ""Eyes"": ""Sad""}"
5697,"{""Fur"": ""Grey"", ""Mouth"": ""Scream"", ""Eyes"": ""Regular"", ""Head"": ""Winter Hat""}"
3697,"{""Fur"": ""Red"", ""Clothes"": ""Striped Tee"", ""Mouth"": ""Regular"", ""Eyes"": ""Angry"", ""Head"": ""RKL Cap Sideways""}"
3458,"{""Fur"": ""Brown"", ""Clothes"": ""Tracksuit"", ""Mouth"": ""Scream"", ""Eyes"": ""Wide"", ""Head Accessory"": ""Blue Shades"", ""Head"": ""RKL Cap Forward""}"
7455,"{""Fur"": ""Grey"", ""Clothes"": ""Cyan Jersey"", ""Mouth"": ""Missing Teeth"", ""Eyes"": ""Bloodshot"", ""Head Accessory"": ""Red Shades"", ""Head"": ""Purple Bandana""}"
6600,"{""Fur"": ""Pink"", ""Clothes"": ""White Tee"", ""Mouth"": ""Scream"", ""Eyes"": ""Angry"", ""Head"": ""Green Beret""}"
3955,"{""Fur"": ""Pink"", ""Clothes"": ""Biker Jacket"", ""Mouth"": ""Tongue Out"", ""Eyes"": ""Bloodshot"", ""Head"": ""RKL Cap Forward""}"
2251,"{""Fur"": ""Pink"", ""Clothes"": ""Tracksuit"", ""Mouth"": ""Gold Smirk"", ""Eyes"": ""Wide Scar""}"
12,"{""Fur"": ""Pink"", ""Clothes"": ""Trippy Tee"", ""Mouth"": ""Gold Saber Toothed"", ""Eyes"": ""Regular"", ""Head"": ""Chopsticks Bun""}"
8354,"{""Fur"": ""Grey"", ""Clothes"": ""Trippy Tee"", ""Mouth"": ""Saber Toothed"", ""Eyes"": ""Angry Scar""}"
7212,"{""Fur"": ""White Noise"", ""Clothes"": ""Tracksuit"", ""Mouth"": ""Tongue Out"", ""Eyes"": ""Closed"", ""Head Accessory"": ""3D Glasses"", ""Head"": ""Blonde Bun""}"
7805,"{""Fur"": ""Red"", ""Clothes"": ""Navy Suit"", ""Mouth"": ""Saber Toothed"", ""Eyes"": ""Sad"", ""Head"": ""Bowler""}"
4981,"{""Fur"": ""Brown"", ""Clothes"": ""Cheetah Dego Tee"", ""Mouth"": ""Gold Saber Toothed"", ""Eyes"": ""Closed Scar"", ""Head"": ""RKL Cap Sideways""}"
2305,"{""Fur"": ""White Noise"", ""Clothes"": ""Cyan Jersey"", ""Mouth"": ""Kiss"", ""Eyes"": ""Regular"", ""Head Accessory"": ""Gold Stud"", ""Head"": ""Winter Hat""}"
9754,"{""Fur"": ""Brown"", ""Clothes"": ""Red Kimono"", ""Mouth"": ""Gold Smirk"", ""Eyes"": ""Bloodshot"", ""Head"": ""Blue Pigtails""}"
6318,"{""Fur"": ""White Noise"", ""Clothes"": ""Cheetah Dego Tee"", ""Mouth"": ""Full Beard"", ""Eyes"": ""Sad"", ""Head"": ""Russian Cap""}"
8024,"{""Fur"": ""Green"", ""Clothes"": ""Shaolin Vest"", ""Mouth"": ""Shows Teeth"", ""Eyes"": ""Closed""}"
6983,"{""Fur"": ""Pink"", ""Mouth"": ""Scream"", ""Eyes"": ""Bloodshot"", ""Head Accessory"": ""Red Shades"", ""Head"": ""Purple Bandana""}"
1300,"{""Fur"": ""Pink"", ""Clothes"": ""Biker Jacket"", ""Mouth"": ""Missing Teeth"", ""Eyes"": ""Closed"", ""Head Accessory"": ""Broken Glasses"", ""Head"": ""Cap Forward""}"
2754,"{""Fur"": ""Red"", ""Clothes"": ""Biker Jacket"", ""Mouth"": ""Gold Smirk"", ""Eyes"": ""Regular"", ""Head Accessory"": ""3D Glasses"", ""Head"": ""Tophat""}"
4542,"{""Fur"": ""Sky Blue"", ""Clothes"": ""Biker Jacket"", ""Mouth"": ""Regular"", ""Eyes"": ""Sad"", ""Head Accessory"": ""3D Glasses"", ""Head"": ""RKL Cap Sideways""}"
8162,"{""Fur"": ""Black"", ""Clothes"": ""Trippy Tee"", ""Mouth"": ""Regular"", ""Eyes"": ""Sad"", ""Head Accessory"": ""Blue Shades""}"
4358,"{""Fur"": ""Green"", ""Clothes"": ""Shaolin Vest"", ""Mouth"": ""Scream"", ""Eyes"": ""Angry"", ""Head Accessory"": ""Exotic Earring""}"
8019,"{""Fur"": ""Black"", ""Clothes"": ""Shaolin Vest"", ""Mouth"": ""Ooh"", ""Eyes"": ""Closed"", ""Head"": ""Bowler""}"
3676,"{""Fur"": ""Brown"", ""Clothes"": ""Fusion Gi"", ""Mouth"": ""Gold Smirk"", ""Eyes"": ""Closed""}"
2637,"{""Fur"": ""Black"", ""Clothes"": ""Hawaii Shirt"", ""Mouth"": ""Missing Teeth"", ""Eyes"": ""Regular""}"
4787,"{""Fur"": ""Pink"", ""Clothes"": ""Tracksuit"", ""Mouth"": ""Saber Toothed"", ""Eyes"": ""Regular""}"
5658,"{""Fur"": ""Green"", ""Clothes"": ""Cyan Jersey"", ""Mouth"": ""Regular"", ""Eyes"": ""Regular"", ""Head Accessory"": ""Blue Shades"", ""Head"": ""Bowler""}"
8028,"{""Fur"": ""Red"", ""Clothes"": ""Tracksuit"", ""Mouth"": ""Regular"", ""Eyes"": ""Closed Scar"", ""Head Accessory"": ""Red Shades"", ""Head"": ""Blonde Bun""}"
8003,"{""Fur"": ""Green"", ""Mouth"": ""Shows Teeth"", ""Eyes"": ""Angry Wink""}"
2024,"{""Fur"": ""Sky Blue"", ""Clothes"": ""Dress"", ""Mouth"": ""Regular"", ""Eyes"": ""Wide"", ""Head Accessory"": ""Gold Stud"", ""Head"": ""Purple Bandana""}"
2829,"{""Fur"": ""Pink"", ""Clothes"": ""Cheetah Dego Tee"", ""Mouth"": ""Saber Toothed"", ""Eyes"": ""Wide"", ""Head"": ""Chopsticks Bun""}"
7044,"{""Fur"": ""Grey"", ""Clothes"": ""Biker Jacket"", ""Mouth"": ""Cigar"", ""Eyes"": ""Angry"", ""Head"": ""Russian Cap""}"
8782,"{""Fur"": ""Camo"", ""Clothes"": ""Mamba Jersey"", ""Eyes"": ""Red Glow"", ""Mouth"": ""Bubble Gum"", ""Head Accessory"": ""Eye Patch"", ""Head"": ""Banana""}"
8418,"{""Fur"": ""Grey"", ""Clothes"": ""White Tee"", ""Mouth"": ""Ooh"", ""Eyes"": ""Wide Scar"", ""Head"": ""Blonde Bun""}"
4722,"{""Fur"": ""Red"", ""Mouth"": ""Full Beard"", ""Eyes"": ""Sad"", ""Head"": ""Horse Jockey Hat""}"
5088,"{""Fur"": ""Sky Blue"", ""Clothes"": ""Biker Jacket"", ""Mouth"": ""Drool"", ""Eyes"": ""Closed"", ""Head Accessory"": ""Monocle""}"
4623,"{""Fur"": ""Grey"", ""Clothes"": ""Cyan Jersey"", ""Mouth"": ""Tongue Out"", ""Eyes"": ""Wide Scar"", ""Head"": ""Winter Hat""}"
4206,"{""Fur"": ""Grey"", ""Clothes"": ""Lab Coat"", ""Mouth"": ""Full Beard"", ""Eyes"": ""Sad""}"
8002,"{""Fur"": ""Green"", ""Clothes"": ""Dego Tee Blooded"", ""Mouth"": ""Drool"", ""Eyes"": ""Regular""}"
6962,"{""Fur"": ""Green"", ""Clothes"": ""Trippy Tee"", ""Mouth"": ""Kiss"", ""Eyes"": ""Wide"", ""Head"": ""Beanie""}"
6843,"{""Fur"": ""Pink"", ""Clothes"": ""Hawaii Shirt"", ""Mouth"": ""Ooh"", ""Eyes"": ""Wide Scar"", ""Head Accessory"": ""Blue Shades"", ""Head"": ""Russian Cap""}"
9248,"{""Fur"": ""Sky Blue"", ""Clothes"": ""Cheetah Dego Tee"", ""Mouth"": ""Tongue Out"", ""Eyes"": ""Regular"", ""Head"": ""Winter Hat""}"
8961,"{""Fur"": ""Pink"", ""Mouth"": ""Saber Toothed"", ""Eyes"": ""Regular"", ""Head"": ""RKL Cap Sideways""}"
55,"{""Fur"": ""Hyper Cat"", ""Clothes"": ""Mamba Jersey"", ""Eyes"": ""Regular"", ""Mouth"": ""Diamond Teeth"", ""Head"": ""Gold Horns""}"
289,"{""Fur"": ""Green"", ""Clothes"": ""Red Kimono"", ""Mouth"": ""Missing Teeth"", ""Eyes"": ""Sad"", ""Head"": ""RKL Cap Sideways""}"
7901,"{""Fur"": ""Brown"", ""Clothes"": ""Dego Tee Blooded"", ""Mouth"": ""Full Beard"", ""Eyes"": ""Wide Scar"", ""Head"": ""Red Bandana""}"
8936,"{""Fur"": ""Sky Blue"", ""Clothes"": ""Striped Tee"", ""Mouth"": ""Kiss"", ""Eyes"": ""Regular"", ""Head Accessory"": ""Gem Earring"", ""Head"": ""Red Bandana""}"
3389,"{""Fur"": ""Black"", ""Clothes"": ""Dego Tee Blooded"", ""Mouth"": ""Kiss"", ""Eyes"": ""Bloodshot"", ""Head"": ""Chopsticks Bun""}"
4663,"{""Fur"": ""Brown"", ""Clothes"": ""Shirt And Tie"", ""Mouth"": ""Regular"", ""Eyes"": ""Regular"", ""Head"": ""Horse Jockey Hat""}"
999,"{""Fur"": ""Brown"", ""Clothes"": ""White Tee"", ""Mouth"": ""Scream"", ""Eyes"": ""Wide""}"
5738,"{""Fur"": ""Black"", ""Mouth"": ""Shows Teeth"", ""Eyes"": ""Angry"", ""Head"": ""Red Bandana""}"
8843,"{""Fur"": ""Black"", ""Clothes"": ""Yellow Suit"", ""Mouth"": ""Gold Smirk"", ""Eyes"": ""Bloodshot""}"
9195,"{""Fur"": ""Sky Blue"", ""Clothes"": ""Cheetah Dego Tee"", ""Mouth"": ""Missing Teeth"", ""Eyes"": ""Angry Wink"", ""Head"": ""Green Beret""}"
4700,"{""Fur"": ""Brown"", ""Mouth"": ""Ooh"", ""Eyes"": ""Bloodshot""}"
4890,"{""Fur"": ""Brown"", ""Mouth"": ""Shows Teeth"", ""Eyes"": ""Regular"", ""Head"": ""RKL Cap Forward""}"
7565,"{""Fur"": ""Pink"", ""Mouth"": ""Ooh"", ""Eyes"": ""Closed"", ""Head"": ""Russian Cap""}"
3451,"{""Fur"": ""Pink"", ""Clothes"": ""Shaolin Vest"", ""Mouth"": ""Gold Smirk"", ""Eyes"": ""Wide Scar"", ""Head Accessory"": ""Red Shades"", ""Head"": ""RKL Cap Sideways""}"
1046,"{""Fur"": ""Green"", ""Clothes"": ""Biker Jacket"", ""Mouth"": ""Kiss"", ""Eyes"": ""Angry Scar"", ""Head Accessory"": ""Vibe Glasses"", ""Head"": ""Horse Jockey Hat""}"
9857,"{""Fur"": ""White Noise"", ""Mouth"": ""Scream"", ""Eyes"": ""Wide"", ""Head"": ""Bowler""}"
7872,"{""Fur"": ""Brown"", ""Clothes"": ""Cheetah Dego Tee"", ""Mouth"": ""Gold Saber Toothed"", ""Eyes"": ""Regular""}"
9682,"{""Fur"": ""White Noise"", ""Clothes"": ""Trippy Tee"", ""Mouth"": ""Ooh"", ""Eyes"": ""Angry"", ""Head Accessory"": ""3D Glasses""}"
2771,"{""Fur"": ""Sky Blue"", ""Clothes"": ""Tracksuit"", ""Mouth"": ""Full Beard"", ""Eyes"": ""Sad""}"
3990,"{""Fur"": ""Brown"", ""Clothes"": ""Yellow Suit"", ""Mouth"": ""Gold Smirk"", ""Eyes"": ""Bloodshot"", ""Head"": ""Cap Forward""}"
6844,"{""Fur"": ""Brown"", ""Clothes"": ""Fusion Gi"", ""Mouth"": ""Regular"", ""Eyes"": ""Angry"", ""Head"": ""Red Bandana""}"
477,"{""Fur"": ""Pink"", ""Clothes"": ""Biker Jacket"", ""Mouth"": ""Shows Teeth"", ""Eyes"": ""Regular"", ""Head"": ""King Band""}"
924,"{""Fur"": ""Red"", ""Clothes"": ""Cheetah Dego Tee"", ""Mouth"": ""Regular"", ""Eyes"": ""Wide"", ""Head"": ""Beanie""}"
9581,"{""Fur"": ""White Noise"", ""Mouth"": ""Kiss"", ""Eyes"": ""Closed"", ""Head"": ""Winter Hat""}"
9804,"{""Fur"": ""White Noise"", ""Clothes"": ""Red Kimono"", ""Mouth"": ""Scream"", ""Eyes"": ""Wide"", ""Head"": ""Red Bandana""}"
8945,"{""Fur"": ""Pink"", ""Mouth"": ""Scream"", ""Eyes"": ""Wide"", ""Head"": ""Beanie""}"
2486,"{""Fur"": ""Red"", ""Clothes"": ""Cyan Jersey"", ""Mouth"": ""Regular"", ""Eyes"": ""Closed"", ""Head Accessory"": ""Blue Shades""}"
4931,"{""Fur"": ""Black"", ""Clothes"": ""Fusion Gi"", ""Mouth"": ""Regular"", ""Eyes"": ""Regular"", ""Head"": ""Winter Hat""}"
1178,"{""Fur"": ""White Noise"", ""Mouth"": ""Drool"", ""Eyes"": ""Wide Scar"", ""Head Accessory"": ""Blue Shades""}"
45,"{""Fur"": ""Black"", ""Clothes"": ""Trippy Tee"", ""Mouth"": ""Regular"", ""Eyes"": ""Angry""}"
5750,"{""Fur"": ""Sky Blue"", ""Mouth"": ""Regular"", ""Eyes"": ""Regular"", ""Head"": ""Blonde Bun""}"
4294,"{""Fur"": ""Zebra"", ""Clothes"": ""King Jersey"", ""Eyes"": ""Regular"", ""Mouth"": ""Diamond Teeth"", ""Head"": ""Crown""}"
3554,"{""Fur"": ""Green"", ""Clothes"": ""Shirt And Tie"", ""Mouth"": ""Ooh"", ""Eyes"": ""Bloodshot"", ""Head Accessory"": ""Monocle""}"
274,"{""Fur"": ""Pink"", ""Clothes"": ""Fusion Gi"", ""Mouth"": ""Gold Smirk"", ""Eyes"": ""Regular"", ""Head"": ""Beanie""}"
2205,"{""Fur"": ""Brown"", ""Clothes"": ""Cyan Jersey"", ""Mouth"": ""Ooh"", ""Eyes"": ""Wide Scar"", ""Head"": ""Beanie""}"
7001,"{""Fur"": ""Black"", ""Mouth"": ""Drool"", ""Eyes"": ""Angry Wink""}"
4076,"{""Fur"": ""Sky Blue"", ""Clothes"": ""Trippy Tee"", ""Mouth"": ""Drool"", ""Eyes"": ""Angry Wink"", ""Head"": ""Tophat""}"
6993,"{""Fur"": ""Pink"", ""Mouth"": ""Scream"", ""Eyes"": ""Closed Scar"", ""Head"": ""Beanie""}"
6152,"{""Fur"": ""Black"", ""Clothes"": ""Hawaii Shirt"", ""Mouth"": ""Regular"", ""Eyes"": ""Bloodshot"", ""Head"": ""RKL Cap Forward""}"
359,"{""Fur"": ""Black"", ""Clothes"": ""Cheetah Dego Tee"", ""Mouth"": ""Drool"", ""Eyes"": ""Bloodshot"", ""Head"": ""RKL Cap Forward""}"
6895,"{""Fur"": ""Red"", ""Clothes"": ""Dress"", ""Mouth"": ""Regular"", ""Eyes"": ""Angry Wink"", ""Head"": ""RKL Cap Sideways""}"
8065,"{""Fur"": ""Grey"", ""Mouth"": ""Regular"", ""Eyes"": ""Regular""}"
96,"{""Fur"": ""Brown"", ""Clothes"": ""White Tee"", ""Mouth"": ""Scream"", ""Eyes"": ""Closed Scar""}"
7826,"{""Fur"": ""Grey"", ""Clothes"": ""Trippy Tee"", ""Mouth"": ""Saber Toothed"", ""Eyes"": ""Regular"", ""Head"": ""Russian Cap""}"
5245,"{""Fur"": ""Green"", ""Clothes"": ""Striped Tee"", ""Mouth"": ""Regular"", ""Eyes"": ""Closed Scar""}"
3037,"{""Fur"": ""Red"", ""Mouth"": ""Full Beard"", ""Eyes"": ""Sad"", ""Head"": ""King Band""}"
4369,"{""Fur"": ""Brown"", ""Clothes"": ""Red Kimono"", ""Mouth"": ""Shows Teeth"", ""Eyes"": ""Regular"", ""Head"": ""Bowler""}"
8101,"{""Fur"": ""Pink"", ""Clothes"": ""White Tee"", ""Mouth"": ""Saber Toothed"", ""Eyes"": ""Sad""}"
5289,"{""Fur"": ""Red"", ""Clothes"": ""White Tee"", ""Mouth"": ""Gold Scream"", ""Eyes"": ""Angry Wink"", ""Head"": ""Red Bandana""}"
7661,"{""Fur"": ""Red"", ""Clothes"": ""White Tee"", ""Mouth"": ""Scream"", ""Eyes"": ""Regular"", ""Head"": ""Blue Pigtails""}"
9545,"{""Fur"": ""Sky Blue"", ""Clothes"": ""Dress"", ""Mouth"": ""Regular"", ""Eyes"": ""Closed""}"
4104,"{""Fur"": ""Brown"", ""Clothes"": ""Dego Tee Blooded"", ""Mouth"": ""Ooh"", ""Eyes"": ""Wide"", ""Head"": ""RKL Cap Forward""}"
3980,"{""Fur"": ""Grey"", ""Clothes"": ""Hawaii Shirt"", ""Mouth"": ""Regular"", ""Eyes"": ""Sad"", ""Head"": ""Cap Forward""}"
2956,"{""Fur"": ""Sky Blue"", ""Clothes"": ""White Tee"", ""Mouth"": ""Ooh"", ""Eyes"": ""Bloodshot"", ""Head Accessory"": ""Red Shades"", ""Head"": ""Green Beret""}"
9641,"{""Fur"": ""White Noise"", ""Mouth"": ""Saber Toothed"", ""Eyes"": ""Regular""}"
5063,"{""Fur"": ""Brown"", ""Clothes"": ""Shirt And Tie"", ""Mouth"": ""Saber Toothed"", ""Eyes"": ""Angry Wink"", ""Head"": ""Ski Glasses""}"
4136,"{""Fur"": ""Red"", ""Clothes"": ""Dego Tee Blooded"", ""Mouth"": ""Scream"", ""Eyes"": ""Regular""}"
6069,"{""Fur"": ""White Noise"", ""Clothes"": ""Striped Tee"", ""Mouth"": ""Gold Saber Toothed"", ""Eyes"": ""Bloodshot"", ""Head"": ""Red Bandana""}"
3160,"{""Fur"": ""Zebra"", ""Clothes"": ""King Jersey"", ""Eyes"": ""Angry"", ""Mouth"": ""Regular"", ""Head"": ""Halo""}"
8947,"{""Fur"": ""Black"", ""Clothes"": ""Biker Jacket"", ""Mouth"": ""Shows Teeth"", ""Eyes"": ""Bloodshot"", ""Head"": ""RKL Cap Forward""}"
565,"{""Fur"": ""Sky Blue"", ""Mouth"": ""Cigar"", ""Eyes"": ""Regular"", ""Head"": ""Russian Cap""}"
5215,"{""Fur"": ""Green"", ""Mouth"": ""Gold Scream"", ""Eyes"": ""Closed""}"
2270,"{""Fur"": ""Brown"", ""Clothes"": ""Trippy Tee"", ""Mouth"": ""Shows Teeth"", ""Eyes"": ""Regular""}"
8815,"{""Fur"": ""Black"", ""Clothes"": ""Cheetah Dego Tee"", ""Mouth"": ""Tongue Out"", ""Eyes"": ""Wide"", ""Head"": ""Beanie""}"
8455,"{""Fur"": ""Green"", ""Clothes"": ""Red Kimono"", ""Mouth"": ""Gold Scream"", ""Eyes"": ""Regular""}"
6291,"{""Fur"": ""Pink"", ""Clothes"": ""Dego Tee Blooded"", ""Mouth"": ""Full Beard"", ""Eyes"": ""Closed Scar"", ""Head Accessory"": ""3D Glasses"", ""Head"": ""Cap Forward""}"
4525,"{""Fur"": ""Green"", ""Mouth"": ""Regular"", ""Eyes"": ""Bloodshot"", ""Head"": ""Cap Forward""}"
9258,"{""Fur"": ""Black"", ""Clothes"": ""Hawaii Shirt"", ""Mouth"": ""Saber Toothed"", ""Eyes"": ""Closed Scar"", ""Head Accessory"": ""Broken Glasses"", ""Head"": ""Red Bandana""}"
3779,"{""Fur"": ""Grey"", ""Clothes"": ""Trippy Tee"", ""Mouth"": ""Scream"", ""Eyes"": ""Regular"", ""Head"": ""Purple Bandana""}"
2666,"{""Fur"": ""Sky Blue"", ""Clothes"": ""White Tee"", ""Mouth"": ""Gold Smirk"", ""Eyes"": ""Angry"", ""Head"": ""Blonde Bun""}"
5094,"{""Fur"": ""Grey"", ""Clothes"": ""Yellow Suit"", ""Mouth"": ""Regular"", ""Eyes"": ""Sad"", ""Head Accessory"": ""Gem Earring""}"
2027,"{""Fur"": ""Sky Blue"", ""Clothes"": ""Dress"", ""Mouth"": ""Missing Teeth"", ""Eyes"": ""Closed"", ""Head"": ""Winter Hat""}"
141,"{""Fur"": ""Grey"", ""Clothes"": ""Cheetah Dego Tee"", ""Mouth"": ""Tongue Out"", ""Eyes"": ""Bloodshot"", ""Head"": ""RKL Cap Forward""}"
6113,"{""Fur"": ""Brown"", ""Clothes"": ""White Tee"", ""Mouth"": ""Saber Toothed"", ""Eyes"": ""Angry"", ""Head"": ""Purple Bandana""}"
4958,"{""Fur"": ""Sky Blue"", ""Clothes"": ""Hawaii Shirt"", ""Mouth"": ""Gold Smirk"", ""Eyes"": ""Sad"", ""Head Accessory"": ""Blue Shades""}"
2043,"{""Fur"": ""Grey"", ""Clothes"": ""Cyan Jersey"", ""Mouth"": ""Gold Saber Toothed"", ""Eyes"": ""Sad"", ""Head Accessory"": ""Blue Shades""}"
5908,"{""Fur"": ""Green"", ""Clothes"": ""Cheetah Dego Tee"", ""Mouth"": ""Regular"", ""Eyes"": ""Bloodshot""}"
601,"{""Fur"": ""Black"", ""Mouth"": ""Regular"", ""Eyes"": ""Wide Scar"", ""Head"": ""Russian Cap""}"
6331,"{""Fur"": ""Aurora"", ""Eyes"": ""Regular"", ""Mouth"": ""Regular"", ""Head"": ""Mamba Band"", ""Jewellery"": ""Gold Chain""}"
5917,"{""Fur"": ""Brown"", ""Clothes"": ""Trippy Tee"", ""Mouth"": ""Drool"", ""Eyes"": ""Regular"", ""Head"": ""King Band""}"
6628,"{""Fur"": ""Sky Blue"", ""Clothes"": ""Biker Jacket"", ""Mouth"": ""Kiss"", ""Eyes"": ""Wide"", ""Head"": ""Bowler""}"
1001,"{""Fur"": ""Sky Blue"", ""Clothes"": ""Shaolin Vest"", ""Mouth"": ""Gold Smirk"", ""Eyes"": ""Sad"", ""Head Accessory"": ""Vibe Glasses""}"
8145,"{""Fur"": ""Brown"", ""Clothes"": ""Hawaii Shirt"", ""Mouth"": ""Shows Teeth"", ""Eyes"": ""Closed Scar"", ""Head"": ""RKL Cap Forward""}"
2556,"{""Fur"": ""Sky Blue"", ""Clothes"": ""White Tee"", ""Mouth"": ""Full Beard"", ""Eyes"": ""Wide""}"
2152,"{""Fur"": ""Red"", ""Clothes"": ""White Tee"", ""Mouth"": ""Full Beard"", ""Eyes"": ""Closed Scar"", ""Head Accessory"": ""3D Glasses"", ""Head"": ""Green Beret""}"
2118,"{""Fur"": ""Black"", ""Mouth"": ""Gold Smirk"", ""Eyes"": ""Regular"", ""Head"": ""Red Bandana""}"
650,"{""Fur"": ""Pink"", ""Clothes"": ""Striped Tee"", ""Mouth"": ""Drool"", ""Eyes"": ""Regular"", ""Head"": ""Purple Bandana""}"
8257,"{""Fur"": ""Green"", ""Clothes"": ""Hawaii Shirt"", ""Mouth"": ""Tongue Out"", ""Eyes"": ""Wide"", ""Head"": ""Beanie""}"
6680,"{""Fur"": ""Grey"", ""Clothes"": ""White Tee"", ""Mouth"": ""Gold Saber Toothed"", ""Eyes"": ""Closed"", ""Head"": ""Tophat""}"
4568,"{""Fur"": ""Red"", ""Clothes"": ""Hawaii Shirt"", ""Mouth"": ""Regular"", ""Eyes"": ""Wide Scar""}"
6883,"{""Fur"": ""Green"", ""Clothes"": ""Cheetah Dego Tee"", ""Mouth"": ""Tongue Out"", ""Eyes"": ""Bloodshot""}"
3672,"{""Fur"": ""Brown"", ""Mouth"": ""Regular"", ""Eyes"": ""Closed"", ""Head"": ""Russian Cap""}"
7478,"{""Fur"": ""Green"", ""Clothes"": ""Hawaii Shirt"", ""Mouth"": ""Regular"", ""Eyes"": ""Bloodshot"", ""Head Accessory"": ""Blue Shades"", ""Head"": ""Blonde Bun""}"
5035,"{""Fur"": ""Black"", ""Clothes"": ""Shirt And Tie"", ""Mouth"": ""Missing Teeth"", ""Eyes"": ""Angry"", ""Head"": ""Green Beret""}"
538,"{""Fur"": ""Grey"", ""Mouth"": ""Kiss"", ""Eyes"": ""Angry Scar"", ""Head"": ""King Band""}"
5543,"{""Fur"": ""Brown"", ""Clothes"": ""Hawaii Shirt"", ""Mouth"": ""Regular"", ""Eyes"": ""Closed"", ""Head"": ""Blonde Bun""}"
518,"{""Fur"": ""Black"", ""Clothes"": ""Lab Coat"", ""Mouth"": ""Gold Saber Toothed"", ""Eyes"": ""Regular"", ""Head"": ""Beanie""}"
8790,"{""Fur"": ""Black"", ""Clothes"": ""Biker Jacket"", ""Mouth"": ""Shows Teeth"", ""Eyes"": ""Regular"", ""Head"": ""RKL Cap Forward""}"
4461,"{""Fur"": ""Grey"", ""Clothes"": ""Striped Tee"", ""Mouth"": ""Saber Toothed"", ""Eyes"": ""Sad"", ""Head Accessory"": ""3D Glasses"", ""Head"": ""Blonde Bun""}"
8566,"{""Fur"": ""Pink"", ""Clothes"": ""Shaolin Vest"", ""Mouth"": ""Scream"", ""Eyes"": ""Regular"", ""Head"": ""Russian Cap""}"
9561,"{""Fur"": ""Red"", ""Clothes"": ""Dego Tee Blooded"", ""Mouth"": ""Referee"", ""Eyes"": ""Closed"", ""Head"": ""Blue Pigtails""}"
